Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings
TRZ02611,Cc1nnc(C2(O)C(=O)NN(c3ccccc3)C2(C)C)nc1C,313.36,1.01,91.24,2,6,2,2,1
TRZ02612,Cc1nnc(C2(O)C(=O)NN(c3ccccc3)C2c2ccccc2)nc1C,361.41,1.97,91.24,2,6,3,3,1
TRZ02613,Cc1nnc(C2(O)C(=O)NN(c3ccccc3)C23CCCCC3)nc1C,353.43,1.93,91.24,2,6,2,2,1
TRZ02614,COc1ccccc1C1NN(c2ccccc2)C(=O)C1(O)c1nnc(C)c(C)n1,391.43,1.98,100.47,2,7,4,3,1
TRZ02615,CSc1cc(C)n(Cc2nnc(C)c(C)n2)c(=O)n1,277.35,1.12,73.56,0,6,3,2,1
TRZ02616,Cc1ccc(Nc2n[nH]nc2-c2nnc(C)c(C)n2)cc1,281.32,2.33,92.27,2,6,3,3,1
TRZ02617,Cc1nnc(-c2cnn(-c3ccc(-c4ccccc4)nn3)c2N)nc1C,344.38,2.38,108.29,1,7,3,4,1
TRZ02618,Cc1nnc(-c2csc(C34CC5CC(CC(C5)C3)C4)n2)nc1C,326.47,4.08,51.56,0,5,2,2,1
TRZ02619,Cc1nnc(-c2c(-n3cccc3)no[n+]2[O-])nc1C,258.24,0.57,96.57,0,6,2,3,1
TRZ02620,Cc1nnc(C=Cc2ccccc2)nc1C,211.27,2.66,38.67,0,3,2,2,1
TRZ02621,Cc1nnc(-c2cccc(N)c2C(=O)O)nc1C,244.25,1.44,101.99,2,5,2,2,1
TRZ02622,Cc1nnc(-c2c3ccccc3nc3ccccc23)nc1C,286.34,3.86,51.56,0,4,1,4,1
TRZ02623,Cc1nnc(C=Cc2ccncc2)nc1C,212.26,2.05,51.56,0,4,2,2,1
TRZ02624,Cc1nnc(C=Cc2ccco2)nc1C,201.23,2.25,51.81,0,4,2,2,1
TRZ02625,COc1ccc(C=Cc2nnc(C)c(C)n2)cc1,241.29,2.67,47.9,0,4,3,2,1
TRZ02626,Cc1nnc(Cn2nnc(-c3ccccc3)n2)nc1C,267.3,1.19,82.27,0,6,3,3,1
TRZ02627,Cc1nnc(CSc2ccccn2)nc1C,232.31,2.18,51.56,0,5,3,2,1
TRZ02628,Cc1nnc(-c2cncc(O)c2)nc1C,202.22,1.26,71.79,1,5,1,2,1
TRZ02629,Cc1nnc(-c2cc3sccc3[nH]2)nc1C,230.3,2.7,54.46,1,4,1,3,1
TRZ02630,Cc1nnc(C=Cc2cccnc2)nc1C,212.26,2.05,51.56,0,4,2,2,1
TRZ02631,Cc1ccc(Cc2nnc(C)c(C)n2)cc1,213.28,2.39,38.67,0,3,2,2,1
TRZ02632,COc1ccc(-c2nnc(C)c(C)n2)cc1Br,294.15,2.93,47.9,0,4,2,2,1
TRZ02633,Cc1nnc(-c2cc3ccccc3n2C)nc1C,238.29,2.65,43.6,0,3,1,3,1
TRZ02634,Cc1nnc(-c2ccc(-c3nnc(C)c(C)n3)s2)nc1C,298.38,2.69,77.34,0,7,2,3,2
TRZ02635,Cc1ccc(-c2ccccc2-c2nnc(C)c(C)n2)cc1,275.35,4.13,38.67,0,3,2,3,1
TRZ02636,CCCCCCOc1ccc(-c2nnc(C)c(C)n2)cc1,285.39,4.11,47.9,0,4,7,2,1
TRZ02637,Cc1nnc(-c2ccc(NN)nc2)nc1C,216.25,0.84,89.61,2,6,2,2,1
TRZ02638,COc1ccc2cc(C(C)c3nnc(C)c(C)n3)ccc2c1,293.37,3.8,47.9,0,4,3,3,1
TRZ02639,Cc1nnc(Cc2ccc[nH]2)nc1C,188.23,1.41,54.46,1,3,2,2,1
TRZ02640,Cc1nnc(Cn2cncn2)nc1C,190.21,0.13,69.38,0,5,2,2,1
TRZ02641,Cc1nnc(C(=Cc2ccccc2)c2ccccc2)nc1C,287.37,4.08,38.67,0,3,3,3,1
TRZ02642,Cc1cc(SCc2nnc(C)c(C)n2)c2ccccc2n1,296.4,3.64,51.56,0,5,3,3,1
TRZ02643,Cc1nnc(C=Cc2cccs2)nc1C,217.3,2.72,38.67,0,4,2,2,1
TRZ02644,Cc1nnc(CP(=O)(OCCCl)c2ccc(N(C)C)cc2)nc1C,368.81,2.91,68.21,0,6,7,2,1
TRZ02645,Cc1nnc(-c2cc([N+](=O)[O-])ccc2O)nc1C,246.23,1.77,102.04,1,6,2,2,1
TRZ02646,Cc1nnc(Cc2ccn[nH]2)nc1C,189.22,0.8,67.35,1,4,2,2,1
TRZ02647,Cc1nnc(CNc2cccc3ccccc23)nc1C,264.33,3.25,50.7,1,4,3,3,1
TRZ02648,CCCCCCCCOc1ccc(-c2nnc(C)c(C)n2)cc1,313.45,4.89,47.9,0,4,9,2,1
TRZ02649,Cc1cc(-c2nnc(C)c(C)n2)ccc1Cl,233.7,3.12,38.67,0,3,1,2,1
TRZ02650,CCCCCCCOc1ccc(-c2nnc(C)c(C)n2)cc1,299.42,4.5,47.9,0,4,8,2,1
TRZ02651,Cc1nnc(Cn2nnnc2C)nc1C,205.22,-0.17,82.27,0,6,2,2,1
TRZ02652,Cc1nnc(Cn2ccnc2C)nc1C,203.25,1.04,56.49,0,4,2,2,1
TRZ02653,Cc1nnc(Cc2ccccc2[N+](=O)[O-])nc1C,244.25,1.99,81.81,0,5,3,2,1
TRZ02654,Cc1nnc([C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C)nc1C,367.45,3.78,92.79,2,5,4,3,1
TRZ02655,Cc1nnc([C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)nc1C,362.43,3.7,77.0,1,5,6,3,1
TRZ02656,Cc1nnc(-c2ccc(Cl)nn2)nc1C,221.65,1.6,64.45,0,5,1,2,1
TRZ02657,Cc1nnc(Cc2csc3nc(-c4ccc(Cl)cc4)cn23)nc1C,355.85,4.11,55.97,0,5,3,4,1
TRZ02658,Cc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)nc1C,313.45,4.46,58.9,1,4,1,2,1
TRZ02659,Cc1nnc(CCn2ccc3ccccc32)nc1C,252.32,2.69,43.6,0,3,3,3,1
TRZ02661,Cc1nnc(-c2ncco2)nc1C,176.18,1.14,64.7,0,5,1,2,1
TRZ02662,Cc1nnc(CS(=O)(=O)c2ccccc2)nc1C,263.32,1.46,72.81,0,5,3,2,1
TRZ02663,Cc1nnc(Cn2cnnn2)nc1C,191.2,-0.48,82.27,0,6,2,2,1
TRZ02664,COC(=O)c1cccc(-c2nnc(C)c(C)n2)n1,244.25,1.34,77.86,0,6,2,2,1
TRZ02665,Cc1nnc(C#Cc2ccccc2)nc1C,209.25,1.89,38.67,0,3,0,2,1
TRZ02666,Cc1nnc(CSc2ccc([N+](=O)[O-])cc2)nc1C,276.32,2.69,81.81,0,6,4,2,1
TRZ02667,CCCOc1ccc(Cc2nnc(C)c(C)n2)cc1,257.34,2.87,47.9,0,4,5,2,1
TRZ02668,Cc1nnc(COc2ccc3ccc(=O)oc3c2)nc1C,283.29,2.17,78.11,0,6,3,3,1
TRZ02669,Cc1nnc(-c2ccc(C(=O)O)cc2N)nc1C,244.25,1.44,101.99,2,5,2,2,1
TRZ02670,Cc1nnc(-c2ccccc2C(=O)O)nc1C,229.24,1.85,75.97,1,4,2,2,1
TRZ02671,COc1ccc2nc(-c3nnc(C)c(C)n3)sc2c1,272.33,2.77,60.79,0,6,2,3,1
TRZ02672,Cc1nnc(Cc2nc3ccccc3s2)nc1C,256.33,2.69,51.56,0,5,2,3,1
TRZ02673,Cc1nnc(CC(O)c2ccccc2)nc1C,229.28,1.76,58.9,1,4,3,2,1
TRZ02674,COc1ccc(CCc2nnc(C)c(C)n2)cc1OC,273.34,2.29,57.13,0,5,5,2,1
TRZ02675,Cc1nnc(-c2cc(S(N)(=O)=O)c(Cl)cc2Cl)nc1C,333.2,2.11,98.83,1,5,2,2,1
TRZ02676,Cc1nnc(C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)nc1C,331.42,3.01,57.7,1,4,1,3,1
TRZ02677,Cc1nnc([C@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)nc1C,331.42,3.01,57.7,1,4,1,3,1
TRZ02678,Cc1nnc([C@@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)nc1C,331.42,3.01,57.7,1,4,1,3,1
TRZ02679,Cc1nnc(-c2cccnc2Nc2ccccc2)nc1C,277.33,3.29,63.59,1,5,3,3,1
TRZ02680,Cc1nnc(-c2ccc3cc4ccccc4cc3c2)nc1C,285.35,4.46,38.67,0,3,1,4,1
TRZ02681,Cc1nnc(-c2cncc(Cl)c2)nc1C,220.66,2.2,51.56,0,4,1,2,1
TRZ02682,Cc1cccc(-c2nnc(C)c(C)n2)c1-c1nnc(C)c(C)n1,306.37,2.93,77.34,0,6,2,3,2
TRZ02683,Cc1ccc(-c2nnc(C)c(C)n2)c(-c2nnc(C)c(C)n2)c1,306.37,2.93,77.34,0,6,2,3,2
TRZ02684,Cc1nnc(-c2ncc([N+](=O)[O-])n2C)nc1C,234.22,0.8,99.63,0,6,2,2,1
TRZ02686,Cc1cccc(Nc2ccccc2-c2nnc(C)c(C)n2)c1C,304.4,4.52,50.7,1,4,3,3,1
TRZ02687,CCc1nn(C)c(-c2nnc(C)c(C)n2)c1Cl,251.72,2.1,56.49,0,4,2,2,1
TRZ02688,Cc1nnc(Cn2c(=O)oc3ccccc32)nc1C,256.26,1.44,73.81,0,5,2,3,1
TRZ02689,Cc1nnc(C(c2ccccc2)(c2ccccc2)c2ccccc2)nc1C,351.45,4.87,38.67,0,3,4,4,1
TRZ02690,Cc1nnc(CSc2ccncc2)nc1C,232.31,2.18,51.56,0,5,3,2,1
TRZ02691,Cc1nnc(Cc2ccc(C(C)(C)C)cc2)nc1C,255.36,3.38,38.67,0,3,2,2,1
TRZ02692,Cc1nnc(Cn2nnnc2N)nc1C,206.21,-0.89,108.29,1,7,2,2,1
TRZ02693,Cc1cccc(-c2nnc(C)c(C)n2)c1C,213.28,2.77,38.67,0,3,1,2,1
TRZ02694,Cc1cnc(-c2nnc(C)c(C)n2)cn1,201.23,1.25,64.45,0,5,1,2,1
TRZ02695,Cc1nnc(-c2ccc3nc(-c4ccccc4)[nH]c3c2)nc1C,301.35,3.7,67.35,1,4,2,4,1
TRZ02696,Cc1nnc(-c2ccccc2C(=O)c2ccccc2)nc1C,289.34,3.39,55.74,0,4,3,3,1
TRZ02697,Cc1nnc(-c2ccccc2C(N)=O)nc1C,228.25,1.25,81.76,1,4,2,2,1
TRZ02698,Cc1nnc(-c2cc3cccc([N+](=O)[O-])c3[nH]2)nc1C,269.26,2.54,97.6,1,5,2,3,1
TRZ02699,Cc1nnc(C2CCN(C(=O)OCc3ccccc3)CC2)nc1C,326.4,3.0,68.21,0,5,3,2,1
TRZ02700,Cc1nnc(-c2cccc(O)c2-c2nnc(C)c(C)n2)nc1C,308.35,2.33,97.57,1,7,2,3,2
TRZ02701,Cc1nnc(Cc2c(C)c3ccc(N)cc3oc2=O)nc1C,296.33,2.08,94.9,1,6,2,3,1
TRZ02702,Cc1nnc(-c2cnoc2)nc1C,176.18,1.14,64.7,0,5,1,2,1
TRZ02703,Cc1nnc(-c2cccc(CN)c2-c2nnc(C)c(C)n2)nc1C,321.39,2.08,103.36,1,7,3,3,2
TRZ02704,Cc1nnc(-c2ccc(N)cc2-c2nnc(C)c(C)n2)nc1C,307.36,2.21,103.36,1,7,2,3,2
TRZ02705,Cc1nnc(-c2ccccc2C=O)nc1C,213.24,1.97,55.74,0,4,2,2,1
TRZ02706,Cc1nnc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)nc1C,313.44,4.46,58.9,1,4,1,2,1
TRZ02707,Cc1nnc(Cn2cc(C)c(=O)[nH]c2=O)nc1C,247.26,-0.3,93.53,1,5,2,2,1
TRZ02708,Cc1nnc(-c2c(C)c3ccccc3n2C)nc1C,252.32,2.96,43.6,0,3,1,3,1
TRZ02709,CC(=O)c1cc(-c2nnc(C)c(C)n2)ccn1,228.25,1.75,68.63,0,5,2,2,1
TRZ02711,Cc1ccc2[nH]nc(-c3nnc(C)c(C)n3)c2c1,239.28,2.34,67.35,1,4,1,3,1
TRZ02712,Cc1nnc(CCSc2ccc[nH]c2=S)nc1C,278.41,2.88,54.46,1,5,4,2,1
TRZ02713,Cc1nnc(-c2ccccc2C(C)(C)C)nc1C,241.34,3.45,38.67,0,3,1,2,1
TRZ02714,Cc1nnc(-c2cccc(C(=O)O)c2)nc1C,229.24,1.85,75.97,1,4,2,2,1
TRZ02715,Cc1nnc(-c2ccc3[nH]ccc3c2)nc1C,224.27,2.64,54.46,1,3,1,3,1
TRZ02716,Cc1nnc(CCCc2c[nH]c3ccccc23)nc1C,266.35,3.15,54.46,1,3,4,3,1
TRZ02717,Cc1nnc(-c2ccccc2C(=O)N(C)N)nc1C,257.3,1.1,85.0,1,5,2,2,1
TRZ02718,Cc1nnc(-c2ccc3cc(O)ccc3c2)nc1C,251.29,3.01,58.9,1,4,1,3,1
TRZ02719,Cc1nnc(CCn2ccnc2C)nc1C,217.28,1.24,56.49,0,4,3,2,1
TRZ02720,Cc1nnc(-c2nccs2)nc1C,192.25,1.61,51.56,0,5,1,2,1
TRZ02721,Cc1nnc(-c2cc(-c3ccccc3)nn2C)nc1C,265.32,2.56,56.49,0,4,2,3,1
TRZ02722,Cc1nnc(CN2CCc3ccccc3C2)nc1C,254.34,2.05,41.91,0,4,2,2,1
TRZ02723,Cc1nnc(-c2ccc(-c3nn[nH]n3)cc2)nc1C,253.27,1.34,93.13,1,6,2,3,1
TRZ02724,Cc1nnc(C2Cc3ccccc3S2)nc1C,243.34,2.88,38.67,0,4,1,2,1
TRZ02725,Cc1nnc(-c2ccc(-c3ccncc3)cc2)nc1C,262.32,3.22,51.56,0,4,2,3,1
TRZ02726,Cc1cc(-c2nnc(C)c(C)n2)oc1C,203.25,2.37,51.81,0,4,1,2,1
TRZ02727,Cc1nnc(Cn2nnc(N)n2)nc1C,206.21,-0.89,108.29,1,7,2,2,1
TRZ02728,COc1nc(/C=C/c2nnc(C)c(C)n2)ccc1-n1cnc(C)c1,322.37,2.56,78.61,0,6,4,3,1
TRZ02729,Cc1nnc(-c2cn[nH]n2)nc1C,176.18,0.27,80.24,1,5,1,2,1
TRZ02730,Cc1nnc(-c2cn(C3CCN(C(=O)OC(C)(C)C)CC3)nn2)nc1C,359.43,2.32,98.92,0,7,2,2,1
TRZ02731,Cc1nnc([C@H](N)Cc2ccc(O)cc2)nc1C,244.3,1.44,84.92,2,5,3,2,1
TRZ02732,Cc1nnc(-c2ccncc2-c2nnc(C)c(C)n2)nc1C,293.33,2.02,90.23,0,7,2,3,2
TRZ02733,Cc1nnc(-c2ccoc2-c2nnc(C)c(C)n2)nc1C,282.31,2.22,90.48,0,7,2,3,2
TRZ02734,Cc1nnc(-c2ccccc2OS)nc1C,233.3,2.38,47.9,1,5,2,2,1
TRZ02735,Cc1nnc(CCCCc2ccccc2)nc1C,241.34,3.05,38.67,0,3,5,2,1
TRZ02736,Cc1nnc(-c2cc3ccccc3cn2)nc1C,236.28,2.7,51.56,0,4,1,3,1
TRZ02737,Cc1c[nH]c(-c2nnc(C)c(C)n2)c1C,202.26,2.1,54.46,1,3,1,2,1
TRZ02738,Cc1nnc(-c2ccc(S)cc2)nc1C,217.3,2.44,38.67,1,4,1,2,1
TRZ02739,COc1nn(C)cc1-c1nnc(C)c(C)n1,219.25,0.9,65.72,0,5,2,2,1
TRZ02740,Cc1nnc(-c2coc(-c3ccccc3)n2)nc1C,252.28,2.81,64.7,0,5,2,3,1
TRZ02741,Cc1nnc(C(=O)Oc2ccccc2)nc1C,229.24,1.71,64.97,0,5,2,2,1
TRZ02742,Cc1ccc2oc(-c3nnc(C)c(C)n3)cc2c1,239.28,3.21,51.81,0,4,1,3,1
TRZ02743,Cc1nnc(-c2cc3cc([N+](=O)[O-])ccc3[nH]2)nc1C,269.26,2.54,97.6,1,5,2,3,1
TRZ02744,Cc1nnc(-c2ccccc2NS(C)(=O)=O)nc1C,278.34,1.53,84.84,1,5,3,2,1
TRZ02745,Cc1nnc(Cn2nccn2)nc1C,190.21,0.13,69.38,0,5,2,2,1
TRZ02746,CC(=O)c1ccc(OCCCc2nnc(C)c(C)n2)cc1,285.35,2.7,64.97,0,5,6,2,1
TRZ02747,Cc1nnc(-c2ccc(Cn3ncc4ccccc43)cc2)nc1C,315.38,3.55,56.49,0,4,3,4,1
TRZ02748,Cc1nnc(CSc2ccccc2N)nc1C,246.34,2.36,64.69,1,5,3,2,1
TRZ02749,Cc1nnc(-c2ccc(Cl)c(N)c2)nc1C,234.69,2.39,64.69,1,4,1,2,1
TRZ02750,Cc1nnc(Cc2ccc(S(C)(=O)=O)cc2)nc1C,277.35,1.48,72.81,0,5,3,2,1
TRZ02751,COc1ccc(/C=C/c2nnc(C)c(C)n2)cc1O,257.29,2.37,68.13,1,5,3,2,1
TRZ02752,Cc1nnc(-c2cnccc2C(=O)O)nc1C,230.23,1.25,88.86,1,5,2,2,1
TRZ02753,Cc1nn2c(-c3nnc(C)c(C)n3)c(C)nc2s1,260.33,1.88,68.86,0,6,1,3,1
TRZ02754,Cc1nn2c(C)c(-c3nnc(C)c(C)n3)nc2s1,260.33,1.88,68.86,0,6,1,3,1
TRZ02755,Cc1nnc(C2CCC(Oc3ccccn3)CC2)nc1C,284.36,2.99,60.79,0,5,3,2,1
TRZ02756,Cc1nnc(-c2cccc(N)c2O)nc1C,216.24,1.44,84.92,2,5,1,2,1
TRZ02757,Cc1nnc(-c2ccccc2ON)nc1C,216.24,1.41,73.92,1,5,2,2,1
TRZ02758,Cc1nnc(-c2cccc3c2-c2ccccc2C=NO3)nc1C,302.34,3.55,60.26,0,5,1,3,1
TRZ02759,C=CC(=O)c1ccccc1-c1nnc(C)c(C)n1,239.28,2.52,55.74,0,4,3,2,1
TRZ02760,Cc1nnc(-c2c(C(=O)O)ccc3ccc(N)cc23)nc1C,294.31,2.59,101.99,2,5,2,3,1
TRZ02761,Cc1nnc(-c2ncccc2C(=O)O)nc1C,230.23,1.25,88.86,1,5,2,2,1
TRZ02762,COc1ccc(-c2nnc(C)c(C)n2)cc1O,231.25,1.87,68.13,1,5,2,2,1
TRZ02763,Cc1ccc(N(CCc2nnc(C)c(C)n2)CCc2nnc(C)c(C)n2)cc1,377.5,2.89,80.58,0,7,7,3,2
TRZ02764,Cc1nnc(CCN(CCc2nnc(C)c(C)n2)c2ccc(Cl)cc2)nc1C,397.91,3.24,80.58,0,7,7,3,2
TRZ02765,Cc1nnc(-c2cc3cccnc3s2)nc1C,242.31,2.77,51.56,0,5,1,3,1
TRZ02766,C=Cc1ccccc1-c1nnc(C)c(C)n1,211.27,2.8,38.67,0,3,2,2,1
TRZ02767,Cc1nnc(-c2c(C(=O)O)ccc3ccccc23)nc1C,279.3,3.01,75.97,1,4,2,3,1
TRZ02768,Cc1nnc(C2=Cc3ccccc3NC2)nc1C,238.29,2.45,50.7,1,4,1,2,1
TRZ02769,CCSc1ccccc1-c1nnc(C)c(C)n1,245.35,3.27,38.67,0,4,3,2,1
TRZ02770,Cc1nnc(C(=O)N(N)c2ccccc2)nc1C,243.27,1.01,85.0,1,5,2,2,1
TRZ02771,Cc1nnc(CSc2cccc([N+](=O)[O-])c2)nc1C,276.32,2.69,81.81,0,6,4,2,1
TRZ02772,Cc1nnc(C=Cc2ccccc2O)nc1C,227.27,2.36,58.9,1,4,2,2,1
TRZ02773,Cc1nnc(-c2nc(-c3ccccc3)cs2)nc1C,268.35,3.28,51.56,0,5,2,3,1
TRZ02774,Cc1ncc(-c2nnc(C)c(C)n2)c(N)n1,216.25,0.84,90.47,1,6,1,2,1
TRZ02775,Cc1nnc(C2Oc3ccccc3NC2=O)nc1C,256.26,1.56,77.0,1,5,1,2,1
TRZ02777,Cc1nnc(-c2ccncc2C(C)C)nc1C,228.3,2.67,51.56,0,4,2,2,1
TRZ02778,Cc1nnc(C(C)c2ccn[nH]2)nc1C,203.25,1.36,67.35,1,4,2,2,1
TRZ02779,Cc1nnc(CCCCC(=O)N(NC(=O)c2ccccc2)C(=O)c2ccccc2)nc1C,431.5,3.22,105.15,1,6,7,3,1
TRZ02780,Cc1nnc(-c2ccccc2-n2cccn2)nc1C,251.29,2.34,56.49,0,4,2,3,1
TRZ02781,Cc1nnc(-c2ccc(N)cc2Cl)nc1C,234.69,2.39,64.69,1,4,1,2,1
TRZ02782,Cc1nnc(-c2cc(O)[nH]c(=O)c2)nc1C,218.22,0.55,91.76,2,5,1,2,1
TRZ02783,CSc1ccc(Cc2nnc(C)c(C)n2)cc1,245.35,2.8,38.67,0,4,3,2,1
TRZ02784,Cc1nnc(CNc2nc3ccccc3[nH]2)nc1C,254.3,1.98,79.38,2,5,3,3,1
TRZ02785,Cc1nnc(-c2ccncc2Br)nc1C,265.11,2.31,51.56,0,4,1,2,1
TRZ02786,CNC(=O)c1cccc(-c2nnc(C)c(C)n2)c1,242.28,1.52,67.77,1,4,2,2,1
TRZ02787,CCCCc1nc(Cl)c2cc(-c3nnc(C)c(C)n3)ccn12,315.81,3.8,55.97,0,4,4,3,1
TRZ02788,Cc1nnc(-c2cccc(O)c2C(=O)O)nc1C,245.24,1.56,96.2,2,5,2,2,1
TRZ02789,Cc1nnc(-c2ccnc(OS(C)(=O)=O)c2)nc1C,280.31,0.89,94.93,0,7,3,2,1
TRZ02790,Cc1nnc(-c2ccccc2C(=O)NNN)nc1C,258.28,0.26,105.82,3,6,3,2,1
TRZ02791,Cc1nnc(-c2cc3ccccc3cc2C(=O)O)nc1C,279.3,3.01,75.97,1,4,2,3,1
TRZ02792,CCN(CC)c1ccc(-c2nnc(C)c(C)n2)c(C(=O)O)c1,300.36,2.7,79.21,1,5,5,2,1
TRZ02793,Cc1nnc(C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)nc1C,313.4,3.36,68.13,1,5,1,2,1
TRZ02794,Cc1nnc(Cn2c(=O)cc(C)n(C3CSC3)c2=O)nc1C,319.39,0.46,82.67,0,6,3,2,1
TRZ02795,Cc1nnc(-c2ccc(N(C)C)cc2-c2nnc(C)c(C)n2)nc1C,335.42,2.69,80.58,0,7,3,3,2
TRZ02796,CCc1cccc(-c2nnc(C)c(C)n2)c1CC,241.34,3.28,38.67,0,3,3,2,1
TRZ02797,Cc1nnc(C(C(=O)O)C(=O)Nc2ccccc2)nc1C,286.29,1.3,105.07,2,5,4,2,1
TRZ02798,Cc1nnc(C(C#N)=Cc2ccccc2)nc1C,236.28,2.55,62.46,0,4,2,2,1
TRZ02799,COc1cc2nc(C(=O)c3ccc(-c4nnc(C)c(C)n4)cc3)[nH]c2cc1OC,389.42,3.28,102.88,1,7,5,4,1
TRZ02800,Cc1nnc(-c2cccc(C(=O)O)n2)nc1C,230.23,1.25,88.86,1,5,2,2,1
TRZ02801,Cc1nnc(-c2ccccc2-c2ccc[nH]2)nc1C,250.31,3.15,54.46,1,3,2,3,1
TRZ02802,Cc1nnc(/C=C/c2ccc(O)c(O)c2)nc1C,243.27,2.07,79.13,2,5,2,2,1
TRZ02803,Cc1nnc(-c2cccc(C#N)c2C#N)nc1C,235.25,1.9,86.25,0,5,1,2,1
TRZ02804,COc1cc(-c2nnc(C)c(C)n2)c(OC)cc1-c1nnc(C)c(C)n1,352.4,2.64,95.8,0,8,4,3,2
TRZ02805,Cc1nnc(-c2nnco2)nc1C,177.17,0.54,77.59,0,6,1,2,1
TRZ02806,Cc1nnc(-c2[nH]c3nc2C(O)=CC=C3O)nc1C,257.25,1.69,107.81,3,6,1,2,1
TRZ02807,Cc1nnc(CN2C(=O)CSc3ccccc32)nc1C,286.36,2.13,58.98,0,5,2,2,1
TRZ02808,CNC(=O)c1ccc(-c2nnc(C)c(C)n2)cc1,242.28,1.52,67.77,1,4,2,2,1
TRZ02809,Cc1nnc(-c2cccc(-c3cccc(-c4nnc(C)c(C)n4)n3)n2)nc1C,370.42,3.08,103.12,0,8,3,4,2
TRZ02810,Cc1nnc(Cc2cn[nH]c2)nc1C,189.22,0.8,67.35,1,4,2,2,1
TRZ02811,Cc1nnc(Cc2ccc(Cl)cn2)nc1C,234.69,2.13,51.56,0,4,2,2,1
TRZ02812,Cc1nnc(Cc2cc3ccccc3[nH]c2=O)nc1C,266.3,1.92,71.53,1,4,2,3,1
TRZ02813,Cc1nnc(-c2ccc(C[C@@H](N)C(=O)O)cc2)nc1C,272.31,1.11,101.99,2,5,4,2,1
TRZ02814,Cc1nnc(COc2ccc(Br)cc2CN2CCOCC2)nc1C,393.29,2.66,60.37,0,6,5,2,1
TRZ02815,Cc1nnc(COc2ccc(Br)cc2CN(C)C)nc1C,351.25,2.89,51.14,0,5,5,2,1
TRZ02816,CCN(CC)Cc1cc(Cc2nnc(C)c(C)n2)ccc1OC,314.43,2.93,51.14,0,5,7,2,1
TRZ02817,CCOc1ccc(Cc2nnc(C)c(C)n2)cc1CN(CC)CC,328.46,3.32,51.14,0,5,8,2,1
TRZ02818,CCCOc1ccc(Cc2nnc(C)c(C)n2)cc1CN(CC)CC,342.49,3.71,51.14,0,5,9,2,1
TRZ02819,CCN(CC)Cc1cc(Cc2nnc(C)c(C)n2)ccc1OC(C)C,342.49,3.71,51.14,0,5,8,2,1
TRZ02820,Cc1nnc(CNc2ccc(F)cc2Cl)nc1C,266.71,2.89,50.7,1,4,3,2,1
TRZ02821,Cc1nnc(CNc2cccc(F)c2C)nc1C,246.29,2.55,50.7,1,4,3,2,1
TRZ02822,Cc1nnc(CNC(=O)Nc2cccc(C(F)(F)F)c2)nc1C,325.29,2.83,79.8,2,4,3,2,1
TRZ02823,Cc1nnc(CCC(=O)Nc2ccccc2C(C)C)nc1C,298.39,3.18,67.77,1,4,5,2,1
TRZ02824,Cc1nnc(-c2c(-c3cccnc3)cnc3ccccc23)nc1C,313.36,3.77,64.45,0,5,2,4,1
TRZ02825,Cc1nnc(-c2ccccc2Nc2ccccc2-c2nnc(C)c(C)n2)nc1C,383.46,4.37,89.37,1,7,4,4,2
TRZ02830,Cc1nnc(-c2ccc(S(=O)(=O)C(F)F)cc2)nc1C,299.3,2.15,72.81,0,5,3,2,1
TRZ02831,C/C(=C(/C#N)c1nnc(C)c(C)n1)c1ccc(F)cc1,268.3,3.08,62.46,0,4,2,2,1
TRZ02832,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)c3c(C)noc3n2)c(F)c1,365.37,3.81,86.82,0,7,3,4,1
TRZ02833,Cc1nnc(-c2sc(-c3ccc(F)cc3)cc2N)nc1C,300.36,3.61,64.69,1,5,2,3,1
TRZ02834,Cc1ccc(C(=O)N/C(=C/c2ccccc2F)c2nnc(C)c(C)n2)cc1,362.41,3.86,67.77,1,4,4,3,1
TRZ02835,Cc1nnc(-c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)nc1C,345.38,4.15,56.49,0,4,3,4,1
TRZ02836,Cc1nnc(-c2cc(C)n(-c3ccc(F)cc3)c2C)nc1C,296.35,3.7,43.6,0,3,2,3,1
TRZ02837,Cc1nnc(-c2ccccc2OCC(=O)Nc2ccc(SC(F)F)cc2)nc1C,416.45,4.49,77.0,1,6,7,3,1
TRZ02838,Cc1nnc(-c2cc(-c3cccnc3)nn2-c2cccc(C(F)(F)F)c2)nc1C,396.38,4.42,69.38,0,5,3,4,1
TRZ02840,Cc1nnc(Cn2nnc(-c3ccccc3C(F)(F)F)n2)nc1C,335.29,2.21,82.27,0,6,3,3,1
TRZ02841,Cc1nnc(-c2cccn2-c2ccc(F)cc2)nc1C,268.29,3.09,43.6,0,3,2,3,1
