cmplx_smiles_neutral_std,Exp LgK1
CN(C)c1ccncc1.[H+],9.55
CN1CCCN(CCO)CCN(CCO)CCCN(C)CC1.[Zn+2],9.6
O=S(=O)(O)CC(O)CNC(CO)(CO)CO.[Cu+2],4.9
OCCN(CCO)C(CO)(CO)CO.[Eu+3],5.13
NC(=O)CC(N)C(=O)O.[Ni+2],5.61
NC(CC(=O)O)C(=O)O.[H+],9.37
CCC(O)(CC)C(=O)O.[Yb+3],3.1
O=Nc1ccc2cccc(S(=O)(=O)O)c2c1O.[H+],8.1
O=C(O)CCOCCC(=O)O.[H+],4.624
NCCCC(N)C(=O)O.[Fe+3],8.7
O=C(O)/C=C/C(=O)O.[Ce+3],2.8
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1.[Ni+2],3.45
NCC(=O)O.[Cd+2],4.26
Nc1ncnc2nc[nH]c12.[Co+2],8.14
C=C(CC(=O)O)C(=O)O.[Lu+3],2.8
NC(CCC(=O)O)C(=O)O.[Zn+2],5.6
OCc1cccc(CO)n1.[H+],14.6
CCSCCC(N)C(=O)O.[H+],9.096
O=C(O)CC(=O)O.[Sr+2],1.3
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O.[H+],8.63
Cc1cccnc1.[Cd+2],1.42
NCCSCCSCCN.[H+],9.61
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O.[H+],8.968
CN1C(=O)NC(=O)C(N(CC(=O)O)CC(=O)O)C1=O.[Sr+2],6.83
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[La+3],4.42
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1.[H+],9.57
C[C@H](N)C(=O)NCCNC(=O)[C@H](C)N.[H+],8.5
C1COCCN2CCOCCN(CCO1)CCOCC2.[Mg+2],2.5
CC(=O)NO.[H+],9.28
C1CNCCSCCN1.[Ni+2],10.45
CN(C)c1cc(C(=O)O)nc(C(=O)O)c1.[Ca+2],5.42
C1CNCCNCCOCCOCCNCCNCCNCCOCCOCCNCCN1.[H+],9.69
Oc1ccccc1O.[Sm+3],9.2
[F-].[Ho+3],4.28
O=[N+]([O-])c1ccc2nc[nH]c2c1.[Mg+2],-0.09
CCCCC(O)(P(=O)(O)O)P(=O)(O)O.[H+],10.81
NC(Cc1cnc[nH]1)C(=O)O.[Cu+2],10.35
O=C(O)c1cc(S(=O)(=O)O)cc(Br)c1O.[H+],10.47
O=C(O)CCS.[H+],10.32
O=C(O)c1ncccc1O.[H+],10.9
NC1C(O)OC(CO)C(O)C1O.[H+],7.27
O=C1CCNCCNCCNCCNCCN1.[Zn+2],10.7
O=C(O)COCCOCC(=O)O.[Cm+3],5.55
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12.[Cu+2],6.95
O=C(O)C1CCCC(C(=O)O)N1.[H+],10.12
N#CCN(CC(=O)O)CC(=O)O.[H+],4.34
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Co+2],18.42
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Mg+2],3.25
CCC(=N\O)/C(C)=N/O.[Ni+2],8.42
NC(CO)C(=O)O.[Zn+2],4.9
NC(=O)c1ccccn1.[Co+2],2
NCCCCN(Cc1ccccn1)Cc1ccccn1.[H+],9.06
Oc1ccccc1O.[Tb+3],10.5
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O.[Fe+3],7.1
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[H+],9.4
CNCc1ccc2ccc3ccc(CNC)nc3c2n1.[Eu+3],7.47
COc1ccccc1C(=O)O.[Pr+3],1.14
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O.[H+],10.24
O=C(O)CN(CCCN(CCN(CC(=O)O)CC(=O)O)C(CO)c1ccccc1)CC(=O)O.[H+],10.4
O=C(O)CSCC(=O)O.[Cu+2],4.54
C[C@H](O)C(=O)O.[H+],3.626
C1COCCOCCOCCN1.[H+],9.36
O=C(O)c1ccccc1.[H+],4.029
[F-].[Pb+2],1.4
[Cl-].[Pb+2],1.04
O=C(O)CCC(=O)O.[La+3],3.77
CSCCC(N)C(=O)NO.[H+],8.96
NN(CC(=O)O)CC(=O)O.[Ni+2],6.9
O=C(O)CCCCCC(=O)O.[H+],4.96
O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Co+2],13.05
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[K+],0.55
O=C(O)CS.[Ni+2],6.78
NCP(=O)(O)O.[H+],9.99
O=C(O)c1cccc(C(=O)O)n1.[H+],4.68
CC(C)C[C@H](N)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)O.[Cu+2],8.98
O=C(O)CNCC(=O)O.[Er+3],7.09
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cu+2],2.15
O=C(O)c1cccc(C(=O)O)n1.[Cd+2],6.75
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1.[Mg+2],4.2
O=P(O)(O)OCC(O)CO.[Eu+3],7
O=S([O-])([O-])=S.[Mg+2],0.56
C1CNCCCNCCOCCNC1.[Cd+2],7.61
O=C(O)CN(CC(=O)O)CC(=O)O.[Al+3],10.53
NCC(=O)O.[Pb+2],5.46
CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.[Cu+2],4.66
[OH-].[Cd+2],4.7
O=C(O)CC(S)C(=O)O.[Zn+2],7.04
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[Pr+3],6.23
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.[Ni+2],2.95
O=P(O)(CP(=O)(O)c1ccccc1)c1ccccc1.[H+],3.34
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1.[Ca+2],4.13
CCCC(O)(CCC)C(=O)O.[Eu+3],2.81
O=C1/C(=N/Nc2ccc(S(=O)(=O)O)cc2)C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)cc(O)c21.[Ga+3],14.17
c1ccc(-c2ccccn2)nc1.[Pb+2],3.08
C[C@H](O)C(=O)O.[Al+3],2.38
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Ni+2],7.2
NO.[Zn+2],0.5
CCC(C)(O)C(=O)O.[Gd+3],2.94
CNCCN(C)C.[H+],9.605
CN1CCNCCOCCOCCCCOCCOCCN(C2CCCCCCCCCCCCCCCCCCCCCCCCC2)CCN(C)CC1.[K+],1.7
NC(=O)CC(N)C(=O)O.[H+],8.88
O=C(O)[C@@H]1OCCOCCO[C@@H](C(=O)O)[C@H](C(=O)O)OCCOCCO[C@H]1C(=O)O.[Cd+2],2.9
O=C(O)CC(O)C(=O)O.[Cu+2],4.22
O=Cc1ccccc1O.[Ni+2],3.58
NCCOCCOCCN.[Cd+2],5.68
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pb+2],14.84
O=C(O)CN(CCO)CC(=O)O.[Cd+2],7.52
NN(CC(=O)O)CC(=O)O.[Dy+3],6.55
N[C@H](CCCN1CCC[C@H]1C(=O)O)C(=O)O.[H+],10.37
COC(C(=O)O)c1ccccc1.[La+3],2.09
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C.[Ag+],7.6
O=C(O)CBr.[Cu+2],1.82
N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.[Cu+2],8.86
c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1.[H+],7.19
O=S(=O)(O)CCN1CCN(CCO)CC1.[Ce+3],3.4
NC(CO)C(=O)O.[H+],9.12
Oc1ccc(Br)c2cccnc12.[H+],10.97
CC(=O)CC(C)=O.[Th+4],9
COCCN1CCC(=O)CCC(=O)CCN(CCOC)CCC(=O)CCC(=O)CC1.[Cu+2],5.89
NC(c1ccco1)P(=O)(O)O.[Cu+2],8.33
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Y+3],19.15
NCC(O)C(=O)O.[Mn+2],2.38
CC(=NO)C(=O)NO.[H+],10.738
C1COCCN2CCOCCOCCN(CCO1)CCOCC2.[Tl+],7
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Sm+3],18.22
O=C1CC[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)N1.[Ni+2],3.33
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1.[Fe+3],27
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Zn+2],8.3
NC(COP(=O)(O)O)C(=O)O.[Ni+2],6.48
c1ccc(-c2ccccn2)nc1.[Cd+2],4.25
C1CCN2CCOCCOCCN(CC1)CCOCCOCC2.[Na+],2.58
O=C(O)CCC(=O)O.[Dy+3],3.33
O=C(O)CNC(=O)CN(CCN(CC(=O)O)CC(=O)NCC(=O)O)CC(=O)O.[Th+4],12
COc1ccccc1N(CC(=O)O)CC(=O)O.[Ba+2],2.08
CCC(=O)O.[Nd+3],2.2
Cc1ncc(CO)c(CO)c1O.[H+],8.653
O=P(O)(CNCc1cccnc1)c1ccccc1O.[Mn+2],5.6
CN(CCN1CCNCC1)CCN1CCNCC1.[H+],9.12
CN[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ni+2],3.1
O=S(=O)(O)c1ccc(O)c(N=Nc2c(O)c3ccccc3c3nc4ccccc4nc23)c1.[V+5],13.05
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Ca+2],3.97
CC(C)[C@H](NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O.[H+],7.47
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[Cu+2],3.9
NCC(=O)NC(CCC(=O)O)C(=O)O.[Mg+2],3.78
O=S(=O)(O)c1ccc2ccccc2c1O.[Co+2],3.27
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1.[Cd+2],4.99
O=C(CC(=O)c1ccccc1)c1ccccc1.[H+],8.71
[O-]Cl.[H+],7.17
NC(CO)C(=O)NCC(=O)O.[H+],7.33
CC(N)C(=O)NO.[Cu+2],10.9
NC(Cc1ccc(O)cc1)C(=O)O.[Zn+2],4.634
O=C(O)C1C2C=CC(C2)C1C(=O)O.[Yb+3],4.35
NCc1nnn[nH]1.[Ni+2],6.32
O=C(O)/C=C\C(=O)O.[Cd+2],1.7
O=C(O)C(CO)c1ccccc1.[Gd+3],2.17
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Yb+3],4.67
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[V+2],12.7
O=S(=O)([O-])[O-].[Th+4],3.32
NCc1cccnc1.[H+],9.12
O=C(O)CSCCOCCSCC(=O)O.[Ag+],4.53
O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1.[Cd+2],2.05
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Sm+3],22.8
NC(CS)C(=O)O.[H+],11.44
CP(=O)(O)CN.[H+],8.403
OCCN(CCO)C(CO)(CO)CO.[Pb+2],4.32
CC(C(=O)O)C(=O)O.[Ho+3],4.28
O=C(O)CC(NC(CC(=O)O)C(=O)O)C(=O)O.[Tb+3],11.95
OB(O)c1ccccc1.[H+],3.78
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O.[Mg+2],4.98
NC(Cc1cnc[nH]1)C(=O)O.[H+],9.162
CC[C@H](C)[C@H](N)C(=O)O.[Sm+3],5.92
NCC(N)=O.[Cu+2],5.41
NNC(=O)CCC(=O)NN.[Ni+2],2.44
NCCNCCSCCNCCN.[Ni+2],15.45
c1ccc(-c2ccccn2)nc1.[H+],4.49
O=C(O)C(=O)O.[Th+4],7.86
O=C(O)CN(CC(=O)O)c1ccccc1N(CC(=O)O)CC(=O)O.[Dy+3],14.89
CC(=O)C(=O)O.[Ca+2],2.23
NC(CO)C(=O)O.[Co+2],4.58
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CN)C(=O)O.[H+],10.48
COc1ccccc1SCC(=O)O.[Zn+2],1
CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C.[H+],7.96
c1ccc(-c2ccccn2)nc1.[Zn+2],5.15
C[C@H](N)P(=O)(O)O.[Cu+2],8.5
O=S(=O)(O)c1ccc2cc(N=Nc3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1.[H+],7.377
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Cu+2],6.7
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21.[Mg+2],3.05
O=C(O)CCN(CCC(=O)O)CC(=O)O.[Cu+2],11.9
NCC(=O)O.[Ce+3],4.42
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[H+],11.3
O=C(O)CCP(=O)(CCC(=O)O)CCC(=O)O.[Ni+2],1.32
NCCSCCSCCN.[Cu+2],11.32
NC(CC(=O)O)C(=O)O.[H+],9.6
Cc1c[nH]c(=O)[nH]c1=O.[Cu+2],6.66
O=C(O)C(CNC(C(=O)O)C(=O)O)NC(C(=O)O)C(=O)O.[Tb+3],12.52
[N-]=[N+]=[N-].[H+],4.47
NCC(=O)NCC(=O)O.[Zn+2],3.745
NC(CO)C(=O)O.[H+],9.232
NCC(=O)NCC(=O)O.[H+],7.99
O=C(O)C(=O)O.[Zr+4],10.26
Cc1cncc(C)c1.[Ca+2],-0.11
O=c1cccccc1O.[Ni+2],5.97
O=P(O)(O)CP(=O)(O)O.[Mg+2],5.68
CCCC(=O)O.[Cd+2],1.24
CC(C)CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Sr+2],9.84
O=C(O)CN(CCO)CCO.[Ce+3],5.45
Cc1ncc(COP(=O)(O)O)c(C=O)c1O.[H+],8
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Eu+3],17.51
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Ni+2],22.5
COC(=O)C(N)Cc1cnc[nH]1.[H+],6.91
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O.[Yb+3],9.08
O=C(Cc1ccccc1)NO.[Ce+3],5.54
CC(C)(O)C(=O)O.[Y+3],3.11
NC(CO)C(=O)O.[H+],9.15
CC(=O)NO.[Cu+2],7.89
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[H+],11.05
Cc1ccno1.[Ni+2],0.32
CC(C)C(N)C(=O)O.[H+],9.65
Oc1cccc(Br)c1.[H+],8.75
Oc1cccc2cccnc12.[Cr+3],9.05
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Tl+],1.36
O=C(O)CC(O)(O)P(=O)(O)O.[Co+2],2.97
NCCc1cnc[nH]1.[Cu+2],9.58
CC(=O)O.[H+],4.75
O=C(O)C1(C(=O)O)CCCC1.[Gd+3],4.18
NCCCN.[H+],10.876
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Y+3],15.06
[Cl-].[Sn+2],1.87
N#Cc1ccc(SCC(=O)O)cc1.[H+],3.12
O=[N+]([O-])c1ccc(O)cc1.[Hg+2],6.29
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Y+3],4.35
CC(NC(C(=O)O)C(=O)O)C(C)NC(C(=O)O)C(=O)O.[H+],9.94
NC(CC(=O)O)C(=O)O.[H+],9.63
NCC(=O)O.[Cu+2],8.23
NCCCN.[Ag+],5.85
Nc1ccc(C(=O)O)cc1.[Yb+3],1.96
CC(N)C(=O)NCC(=O)O.[Co+2],3.74
O=C(O)CN1CCN(Cc2cccc(C(=O)O)n2)CCN(Cc2cccc(C(=O)O)n2)CC1.[H+],10.5
O=C(O)C1(C(=O)O)CCCC1.[Fe+3],7.62
CC(NC(=O)CN)C(=O)O.[Cu+2],5.61
O=C(O)CN(CC(=O)O)Cc1ccccc1/C=C/c1ccccc1CN(CC(=O)O)CC(=O)O.[Mg+2],3.4
O=C(O)c1ccncc1.[H+],4.88
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O.[Mn+2],8.5
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Tb+3],19.45
Oc1ccc2ccccc2c1N=Nc1nnn[nH]1.[Bi+3],14.13
O=C(O)CCl.[Cu+2],0.7
[F-].[Tb+3],3.18
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12.[Cu+2],9.42
Oc1cccc2cccnc12.[H+],9.7
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Sr+2],9.54
O=S(=O)(O)CCNC1CCCCC1.[Ca+2],3.86
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O.[Ca+2],7.11
O=C(O)CC(O)C(=O)O.[H+],4.5
[F-].[Eu+3],3.19
O=C(O)C(=O)O.[Cd+2],2.78
O=C(O)CN(CCO)CC(=O)O.[Pb+2],9.48
c1c[nH]cn1.[Cd+2],2.7
CC(O)(CO)C(=O)O.[Er+3],3.17
C[C@H](O)C(=O)O.[Co+2],1.39
O=C(O)CCC(=O)O.[H+],5.24
CCCCC(ON)C(=O)O.[Cd+2],1.52
O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O.[H+],6.17
O=C([O-])[O-].[Yb+3],6.08
O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(O)c21.[Al+3],9.04
O=C(O)CCC(=O)O.[H+],5.169
O=P(O)(CNc1ccccc1)c1ccccc1O.[Ni+2],5.6
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Co+2],16.21
C/C(=C/C(=O)O)C(=O)O.[Tm+3],3.91
NC(CC(=O)O)C(=O)O.[Nd+3],5.52
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12.[Gd+3],4.43
O=C(O)CN1CCCNCCCN(CC(=O)O)Cc2cccc(n2)C1.[Co+2],15.58
NC(Cc1ccc(O)cc1)C(=O)NCC(=O)O.[H+],9.86
COc1ccccc1[Se]CC(=O)O.[Cd+2],0.83
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.[H+],9.02
Nc1ccccn1.[Cu+],5.28
O=C(O)CN(CC(=O)O)CP(=O)(O)O.[H+],10.76
Nc1cccnc1.[Cd+2],1.61
O=c1nc[nH]c2nc[nH]c12.[Cu+2],7.35
Nc1ccn(CCOCP(=O)(O)O)c(=O)n1.[Ba+2],1.38
NCCNCCN.[Cd+2],7.68
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Pr+3],14.39
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.[Ge+4],2.32
CCC(N)C(=O)O.[Ni+2],5.29
O=C(O)c1cccc(C(=O)O)n1.[V+5],8.65
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O.[Cd+2],2.13
O=C(c1ccoc1)N(O)c1ccccc1.[Zn+2],5.96
CCCCN(CC(=O)O)CC(=O)O.[H+],10.07
O=C(O)CC(=O)O.[H+],5.25
CC(C)NCC(C)(C)N.[Ni+2],5.13
O=C(O)C1(C(=O)O)CCC1.[Cd+2],2.68
NCCNCCNCCN.[Pb+2],10.18
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tm+3],20.52
C/C(N=O)=C(\C)NO.[Ni+2],9
c1cc2nc(c1)CNCCCCCCNCc1cccc(n1)CNCCCCCCNC2.[Zn+2],8.27
CC(C)(N)CN.[H+],9.822
O=C(O)C1CCC(C(=O)O)CC1.[Sm+3],4.42
O=C(O)CN(CCO)CC(=O)O.[Nd+3],8.12
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Ca+2],4.845
O=C(O)c1cc(Br)cc(Br)c1O.[H+],10.43
CCCCC(N)C(=O)O.[Zn+2],5.76
O=c1cccccc1O.[Lu+3],7.69
NCC(=O)O.[Zn+2],5.07
CCOC(=O)c1cccnc1.[H+],3.33
NCCC(=O)O.[La+3],5.2
[OH-].[H+],13.88
O=C(NO)c1ccccc1O.[H+],7.46
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCCNC(=O)C1.[Co+2],8.79
CC([Se]C(C)C(=O)O)C(=O)O.[Mn+2],2.02
C[C@H](N)P(=O)(O)O.[Cu+2],8.35
C=CCCCC(N)C(=O)O.[Ni+2],5.32
CCn1cnc2c(=O)nc(N)[nH]c21.[Cu+2],4.7
NCCC(=O)O.[Cu+2],6.902
NCC(=O)O.[Cd+2],4.28
O=C1/C(=N/Nc2ccc(S(=O)(=O)O)c3ccccc23)C=C(S(=O)(=O)O)c2cccnc21.[Cu+2],10.46
O=C(O)/C=C\C(=O)O.[H+],5.91
NC(=O)CC(N)C(=O)O.[H+],9.73
OCCN1CCOCCOCCN(CCO)CCOCCOCC1.[H+],8.6
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[H+],6.31
NC(CC(=O)O)C(=O)O.[Ni+2],7.15
O=C(O)C1CCCN1.[H+],10.67
NC(CC(=O)O)c1ccccc1.[Ni+2],4.83
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12.[Pb+2],4.64
O=C(O)COCC(=O)O.[Cu+2],3.97
O=C(O)CN(CC(=O)O)CC(=O)O.[H+],9.89
NC(Cc1cnc[nH]1)C(=O)O.[H+],8.96
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Lu+3],9.83
O=C(O)C(=O)Cc1ncc[nH]1.[Fe+3],8.7
NC(CO)C(=O)O.[Ni+2],5.69
O=C(CC(=O)C(F)(F)F)c1cccs1.[Co+2],3.5
C1CSCCOCCSCCN1.[Cd+2],7.9
O=S(=O)(O)c1ccc2cc(O)c(O)cc2c1.[Sc+3],14.11
CSCCC(N)C(=O)O.[H+],9.17
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Mg+2],3
CN(C)CCN(CCN(C)C)CCN(C)C.[H+],9.5
NCC(=O)O.[H+],9.6
O=P(O)(O)OC1OC(CO)C(O)C(O)C1O.[Cu+2],2.736
O=C(O)c1cccc2cccnc12.[Yb+3],2.86
NN(CC(=O)O)CC(=O)O.[H+],7.25
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Sr+2],4.82
O=C(O)CN(CC(=O)O)CP(=O)(O)O.[H+],10.52
O=P(O)(O)CN1CCCNCCNCCCNCC1.[Ca+2],3.07
c1ccc2c(c1)OCCOCCOCCOCCO2.[Pr+3],2.18
C1CNCCCNCCOCCNC1.[Co+2],8.87
O=C(O)c1ccccc1O.[Nd+3],8.07
O=C([O-])[O-].[Co+3],0.46
O=C(O)C(=O)O.[Tl+],1.7
O=C(O)CC(=O)O.[Be+2],5.34
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1.[Mn+2],4.43
NC(=O)CN(CC(=O)O)CC(=O)O.[Co+2],6.72
Cc1c(O)c(=O)ccn1-c1ccccc1.[In+3],13.34
NCCN(CCN)Cc1ccc(CN(CCN)CCN)cc1.[H+],10.06
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Ho+3],2.029
CSCCC(N)C(=O)O.[Co+2],4.154
NC(CCC(=O)O)C(=O)O.[Nd+3],5.3
OP(O)CN(CCN(CP(O)O)CP(O)O)CP(O)O.[Co+2],7.29
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Gd+3],8.02
NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O.[H+],9.372
CC(N)C(=O)O.[Ni+2],5.18
O=C(CCC(=O)N[C@@H](Cc1ccccc1)C(=O)O)NO.[H+],9.23
O=Nc1c(O)ccc2ccc(S(=O)(=O)O)cc12.[Cd+2],3.47
OCCN(CCO)C(CO)(CO)CO.[Ni+2],3.59
CN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)C.[H+],9.7
Oc1ccccc1O.[Pr+3],8.92
OP(O)CN(CCN(CP(O)O)CP(O)O)CP(O)O.[Ni+2],8.44
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Pb+2],19.52
CC[C@H](C)[C@H](N)C(=O)O.[Cu+2],8.46
CC(CN)C(=O)O.[Cu+2],8.34
Cc1ccc(Br)cn1.[Ba+2],-0.24
O=C1CCCCCN1.[Ni+2],4.5
O=C(O)CC[Se]CCC(=O)O.[Cu+2],2.6
NC(N)=NC(N)=NCCCO.[Cu+2],9.57
C1COCCNCCOCCOCCN1.[Zn+2],5.19
Oc1ccc(N=Nc2nccs2)c(O)c1.[Dy+3],8.1
Cc1ncc(CO)c(C=O)c1O.[Cu+2],5.08
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[Mn+2],5.24
C1CNCCCNCCCNC1.[H+],13.15
c1ccc(CNCCSCCNCc2ccccn2)nc1.[H+],8.01
CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C.[H+],7.96
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Li+],1.17
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Hg+2],23.1
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Cu+2],13.73
N[C@@H]1CCCC[C@@H]1N.[Co+2],5.79
O=C(O)C(=O)O.[Cd+2],2.42
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Lu+3],15.79
COc1ccc(S(=O)(=O)O)cc1NN=C(N=Nc1ccccc1C(=O)O)c1ccccc1.[Cu+2],18.1
CC(C)[C@H](NCc1ccc2ccc3ccc(CN[C@H](C(=O)O)C(C)C)nc3c2n1)C(=O)O.[H+],9.47
O=C(O)c1ccccc1.[Pb+2],1.99
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.[Zn+2],2.98
NCC(=O)NCC(=O)O.[Co+2],3.18
O=C(O)CN(CC(=O)O)CC(c1ccccc1)N(CC(=O)O)CC(=O)O.[Nd+3],16.56
c1ccc(CCCCCCc2ccccn2)nc1.[Cu+2],2.9
N[C@@H](Cc1cnc[nH]1)C(=O)NO.[H+],9.06
C=CCN(CC(=O)O)CC(=O)O.[Ca+2],3.4
