Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,PAINS,PAINS_Alert,BRENK,BRENK_Alert,NIH,NIH_Alert,ZINC,ZINC_Alert,Alert_Count,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ04063,Cc1nnc(Cc2nc3ccc(-c4ccc(F)cc4)cc3s2)nc1C,350.42,4.5,51.56,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF514D0>,False,,False,,False,,False,,0,False,False
TRZ04064,Cc1nnc(-c2cc(O)ccc2F)nc1C,219.22,2.0,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51540>,False,,False,,False,,False,,0,False,False
TRZ04065,Cc1nnc(-c2cc(I)ccc2F)nc1C,329.12,2.9,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF515B0>,False,,True,iodine,False,,False,,1,False,False
TRZ04066,Cc1nnc(-c2cc(C3(O)CCOCC3)ccc2F)nc1C,303.34,2.29,68.13,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51620>,False,,False,,False,,False,,0,False,False
TRZ04067,Cc1nnc(-c2cc(C3(O)CCOC3)ccc2F)nc1C,289.31,1.9,68.13,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51690>,False,,False,,False,,False,,0,False,False
TRZ04068,Cc1nnc(C2ON=C(c3ccc(OC(F)(F)F)cc3)N2Cc2ccccc2)nc1C,429.4,4.28,72.73,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51700>,False,,False,,False,,False,,0,False,False
TRZ04069,Cc1cc(F)cc(C2CCOC2)c1OCc1nnc(C)c(C)n1,317.36,3.02,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51770>,False,,False,,False,,False,,0,False,False
TRZ04070,Cc1nnc(-c2cc(C(F)(F)F)n(-c3ccc([N+](=O)[O-])nc3)n2)nc1C,365.28,2.66,112.52,0,7,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF517E0>,False,,True,nitro_group,False,,False,,1,False,False
TRZ04071,Cc1nnc(C(C)(C)C(=O)c2cc(C(F)(F)F)n(-c3ccc(Br)cn3)n2)nc1C,469.27,4.01,86.45,0,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51850>,False,,False,,False,,False,,0,False,False
TRZ04072,Cc1nnc(-c2cc(C(F)(F)F)n(-c3ccc(Br)cn3)n2)nc1C,399.17,3.52,69.38,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF518C0>,False,,False,,False,,False,,0,False,False
TRZ04073,Cc1nnc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cn2)nc1C,399.17,3.52,69.38,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51930>,False,,False,,False,,False,,0,False,False
TRZ04074,Cc1nnc(-c2cc(N)cc(C(F)(F)F)c2)nc1C,268.24,2.76,64.69,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF519A0>,False,,True,aniline,False,,False,,1,False,False
TRZ04075,Cc1nnc(CN2CCN(C(=O)c3ccc(C(F)(F)F)cc3)CC2)nc1C,379.39,2.47,62.22,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51A10>,False,,False,,False,,False,,0,False,False
TRZ04076,Cc1nnc(CN2CCN(C(=O)c3ccc(F)cc3)CC2)nc1C,329.38,1.59,62.22,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51A80>,False,,False,,False,,False,,0,False,False
TRZ04077,Cc1nnc(CN2CCN(Cc3ccc(F)cc3)CC2)nc1C,315.4,1.95,45.15,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51AF0>,False,,False,,False,,False,,0,False,False
TRZ04078,Cc1nnc(C2=NC(C)(c3ccc(OC(F)(F)F)cc3)NO2)nc1C,353.3,2.54,81.52,1,7,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51B60>,False,,False,,False,,False,,0,False,False
TRZ04079,Cc1nnc(C(F)(F)c2cc3cn(C)nc3cc2F)nc1C,307.28,2.65,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51BD0>,False,,False,,False,,False,,0,False,False
TRZ04080,Cc1nnc(Cc2nc3c(F)cc(Br)cc3s2)nc1C,353.22,3.59,51.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51C40>,False,,False,,False,,False,,0,False,False
TRZ04081,Cc1nnc(-c2cnn(-c3c(F)cccc3F)n2)nc1C,288.26,2.01,69.38,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51CB0>,False,,False,,False,,False,,0,False,False
TRZ04082,Cc1nnc(-c2ccnc(C(F)(F)F)n2)nc1C,255.2,1.96,64.45,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51D20>,False,,False,,False,,False,,0,False,False
TRZ04085,Cc1nnc(C(=O)NCc2ccccc2OC(F)(F)F)nc1C,326.28,2.32,77.0,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51D90>,False,,False,,False,,False,,0,False,False
TRZ04086,Cc1ccc(NC(=O)C2CC(F)(F)C[C@@H]2c2nnc(C)c(C)n2)c(C)c1,360.41,3.87,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51E00>,False,,False,,False,,False,,0,False,False
TRZ04089,Cc1nnc([C@@H](CCC(F)(F)F)N[C@H](C)c2ccccc2)nc1C,338.38,4.22,50.7,1,4,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51E70>,False,,False,,False,,False,,0,False,False
TRZ04090,Cc1nnc(-c2cn(Cc3c(F)cccc3F)nn2)nc1C,302.29,2.07,69.38,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51EE0>,False,,False,,False,,False,,0,False,False
TRZ04091,Cc1nnc(CC(C(F)F)N2Cc3cccnc3C2)nc1C,305.33,2.08,54.8,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51F50>,False,,False,,False,,False,,0,False,False
TRZ04095,COc1ccc(F)cc1-c1ccc(CC(CC(=O)O)NC(=O)c2nnc(C)c(C)n2)cc1,438.46,3.12,114.3,2,6,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF51FC0>,False,,False,,False,,False,,0,False,False
TRZ04096,Cc1nnc(-c2cc(C(F)(F)F)ccn2)nc1C,254.21,2.57,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52030>,False,,False,,False,,False,,0,False,False
TRZ04097,Cc1nnc(-c2cccc(C(F)(F)F)c2C)nc1C,267.25,3.48,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF520A0>,False,,False,,False,,False,,0,False,False
TRZ04098,Cc1nc(-c2nnc(C)c(C)n2)ccc1F,218.23,2.0,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52110>,False,,False,,False,,False,,0,False,False
TRZ04099,Cc1nnc(-c2cnc(OC(=O)C(F)(F)F)[nH]2)nc1C,287.2,1.35,93.65,1,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52180>,False,,False,,True,trifluoroacetate_ester,False,,1,False,False
TRZ04100,Cc1nnc(-c2cccc(C(F)(F)F)c2OCc2ccccc2)nc1C,359.35,4.75,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF521F0>,False,,False,,False,,False,,0,False,False
TRZ04101,Cc1nnc(-c2cnc(-c3ccc(C(F)(F)F)cc3)[nH]2)nc1C,319.29,3.56,67.35,1,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52260>,False,,False,,False,,False,,0,False,False
TRZ04102,Cc1nnc(-c2c(-c3ccc(C(F)(F)F)cc3)cccc2-c2nn[nH]n2)nc1C,397.36,4.02,93.13,1,6,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF522D0>,False,,False,,False,,False,,0,False,False
TRZ04103,Cc1nnc(C2(C)C=C(c3ccc(OC(F)F)c(OCc4ccccc4)c3)NO2)nc1C,440.45,4.46,78.39,1,7,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52340>,False,,False,,False,,False,,0,False,False
TRZ04104,Cc1nnc(C2=NN(Cc3ccc(F)cc3F)C3=CN(C(F)(F)F)C=CC32)nc1C,422.36,3.79,57.51,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF523B0>,False,,True,N-C-halo,False,,False,,1,False,False
TRZ04107,Cc1nnc(Cc2c3cc(Cc4ccc(F)cc4)cnc3c(O)c3c(O)n(C)cc23)nc1C,443.48,4.26,96.95,2,6,4,5,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52420>,True,dyes5A(27),False,,False,,False,,1,False,False
TRZ04108,Cc1nnc(-c2c(C=O)nn(-c3ccc(F)cc3)c2-c2ccccn2)nc1C,374.38,3.35,86.45,0,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52490>,False,,True,aldehyde,True,aldehyde,False,,2,False,False
TRZ04109,Cc1nnc(-c2ccc(C(F)(F)F)cc2Cl)nc1C,287.67,3.83,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52500>,False,,False,,False,,False,,0,False,False
TRZ04111,Cc1nnc(C2CCc3ccc(C(F)(F)F)cc3N2C)nc1C,322.33,3.63,41.91,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52570>,False,,False,,False,,False,,0,False,False
TRZ04112,Cc1nnc(C2=NN(Cc3ccc(Cl)cc3Cl)C3=CN(C(F)(F)F)C=NC32)nc1C,456.26,4.09,69.87,0,7,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF525E0>,False,,True,N-C-halo,False,,False,,1,False,False
TRZ04113,Cc1nnc(C2=CC(C(=O)O)C(=O)N(c3cccc(C(F)(F)F)c3)C2C)nc1C,406.36,3.03,96.28,1,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52650>,False,,True,beta-keto/anhydride,False,,False,,1,False,False
TRZ04114,COc1cc(OC)c(-c2nnc(C)c(C)n2)c(OC(=O)c2c(F)cccc2F)c1,401.37,3.67,83.43,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF526C0>,False,,True,phenol_ester,False,,False,,1,False,False
TRZ04117,Cc1nnc(C(C)c2nc(C(C)(F)F)cs2)nc1C,284.34,3.21,51.56,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF527A0>,False,,False,,False,,False,,0,False,False
TRZ04118,Cc1cc(OCC2COC(C)(C)C2)c(F)cc1-c1nnc(C)c(C)n1,345.42,3.8,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52810>,False,,False,,False,,False,,0,False,False
TRZ04119,COc1cc(OC)c(-c2nnc(C)c(C)n2)c(OC(=O)c2ccc(C(F)(F)F)cc2)c1,433.39,4.41,83.43,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52880>,False,,True,phenol_ester,False,,False,,1,False,False
TRZ04120,Cc1nnc(-c2ccc(C(=O)OF)cc2)nc1C,247.23,2.2,64.97,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF528F0>,False,,False,,True,halogen_heteroatom,False,,1,False,False
TRZ04121,Cc1nnc(-c2cc3c(N4CCCN(c5c(F)c(F)nc(F)c5F)CC4)ccnc3s2)nc1C,489.5,4.43,70.93,0,8,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52960>,False,,True,2-halo_pyridine,False,,False,,1,False,False
TRZ04123,Cc1nnc(-c2cc(OC(F)(F)F)ccc2C=O)nc1C,297.24,2.87,64.97,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF529D0>,False,,True,aldehyde,True,aldehyde,False,,2,False,False
TRZ04124,Cc1nnc(-c2cn3cc(C(C)(F)F)cc(Cl)c3n2)nc1C,323.73,3.57,55.97,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52A40>,False,,False,,False,,False,,0,False,False
TRZ04125,Cc1nnc(COc2ccc(Cl)cc2F)nc1C,267.69,2.86,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52AB0>,False,,False,,False,,False,,0,False,False
TRZ04126,Cc1nnc(-c2ccc(Cl)c(F)c2)nc1C,237.66,2.95,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52B20>,False,,False,,False,,False,,0,False,False
TRZ04127,Cc1nnc(-c2ccc(F)cc2I)nc1C,329.12,2.9,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52B90>,False,,True,iodine,False,,False,,1,False,False
TRZ04128,Cc1nnc(-c2ccc(F)c3ccccc23)nc1C,253.28,3.45,38.67,0,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52C00>,False,,False,,False,,False,,0,False,False
TRZ04129,Cc1cc(F)ccc1-c1nnc(C)c(C)n1,217.25,2.6,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52C70>,False,,False,,False,,False,,0,False,False
TRZ04130,Cc1nnc(CCCCc2ccc(F)cc2)nc1C,259.33,3.19,38.67,0,3,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52CE0>,False,,True,Aliphatic_long_chain,False,,False,,1,False,False
TRZ04131,Cc1nnc(C(C)c2ccccc2F)nc1C,231.27,2.78,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52D50>,False,,False,,False,,False,,0,False,False
TRZ04132,Cc1nnc(C2(c3ccc(F)cc3F)CC2)nc1C,261.27,2.85,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52DC0>,False,,False,,False,,False,,0,False,False
TRZ04133,Cc1nnc(C(N)c2ccc(F)cc2)nc1C,232.26,1.68,64.69,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52E30>,False,,False,,False,,False,,0,False,False
TRZ04134,Cc1nnc(C(N)c2ccc(F)cc2F)nc1C,250.25,1.81,64.69,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52EA0>,False,,False,,False,,False,,0,False,False
TRZ04135,Cc1nnc(C(N)c2ccc(F)c(Cl)c2)nc1C,266.71,2.33,64.69,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52F10>,False,,False,,False,,False,,0,False,False
TRZ04136,Cc1nnc(C(N)c2ccccc2F)nc1C,232.26,1.68,64.69,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52F80>,False,,False,,False,,False,,0,False,False
TRZ04137,Cc1nnc(-c2ccc3c(c2)OC(F)(F)O3)nc1C,265.22,2.48,57.13,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF52FF0>,False,,False,,False,,False,,0,False,False
TRZ04138,Cc1nnc(-c2cnc3c(c2)c2ccccc2n3CCCF)nc1C,335.39,4.02,56.49,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53060>,False,,False,,False,,False,,0,False,False
TRZ04142,COc1ccc(F)c(-c2ccc(O)cc2-c2nnc(C)c(C)n2)c1,325.34,3.68,68.13,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF530D0>,False,,False,,False,,False,,0,False,False
TRZ04145,Cc1cc(OCc2c(F)cccc2F)c2nc(C)c(-c3nnc(C)c(C)n3)n2c1,395.41,4.28,65.2,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53140>,False,,False,,False,,False,,0,False,False
TRZ04146,Cc1nnc(-c2c(C)nc3c(OCc4c(F)cccc4F)cccn23)nc1C,381.39,3.97,65.2,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF531B0>,False,,False,,False,,False,,0,False,False
TRZ04147,Cc1nnc([C@@]23CC(F)(F)[C@@H](C)[C@H](/C=C/c4ccc(Br)cn4)[C@@H]2[C@@H](C)OC3=O)nc1C,493.35,4.45,77.86,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53220>,False,,False,,False,,False,,0,False,False
TRZ04150,Cc1nnc(-c2ccn3c(C4=CC(NC(=O)NCC(F)(F)F)CC=C4)cnc3c2)nc1C,443.43,3.38,97.1,2,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53290>,False,,False,,False,,False,,0,False,False
TRZ04152,Cc1nnc(C2NC=CN2c2ccc(F)nc2)nc1C,272.29,1.6,66.83,1,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53300>,False,,True,2-halo_pyridine,False,,False,,1,False,False
TRZ04156,Cc1nnc(-c2cccc(O)c2-n2cc(C(F)(F)F)cn2)nc1C,335.29,3.07,76.72,1,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53370>,False,,False,,False,,False,,0,False,False
TRZ04158,Cc1nnc(-c2ccc(Oc3ccc(F)cc3)cc2)nc1C,295.32,4.09,47.9,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF533E0>,False,,False,,False,,False,,0,False,False
TRZ04159,Cc1nnc(C(F)Oc2ccccc2)nc1C,233.25,2.54,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53450>,False,,False,,True,alpha_halo_heteroatom,False,,1,False,False
TRZ04160,Cc1nnc(COc2ccc(CC=NOCc3ccc(C(F)(F)F)cc3)cc2)nc1C,430.43,4.83,69.49,0,6,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF534C0>,False,,True,imine_1,False,,False,,1,False,False
TRZ04161,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2nnc(C)c(C)n2)c1,360.34,4.02,76.48,1,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53530>,False,,False,,False,,False,,0,False,False
TRZ04162,Cc1nnc(C(F)(F)c2ccc3nn(C)cc3c2F)nc1C,307.28,2.65,56.49,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF535A0>,False,,False,,False,,False,,0,False,False
TRZ04163,Cc1nnc(Cc2cc3sc(N)nc3cc2F)nc1C,289.34,2.41,77.58,1,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53610>,False,,False,,False,,False,,0,False,False
TRZ04164,Cc1nnc(C(F)(F)c2cc3cn[nH]c3cc2F)nc1C,293.25,2.64,67.35,1,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53680>,False,,False,,False,,False,,0,False,False
TRZ04165,Cc1nnc(C(=O)Nc2ccc(N3CCC4(CC3)CC(F)(F)C4)nc2)nc1C,388.42,3.15,83.9,1,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF536F0>,False,,False,,False,,False,,0,False,False
TRZ04166,Cc1nnc(-c2nc(-c3ccc(OCF)cc3)no2)nc1C,301.28,2.51,86.82,0,7,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53760>,False,,False,,True,alpha_halo_heteroatom,False,,1,False,False
TRZ04167,CCOc1cc(F)c(Cl)cc1-c1nnc(C)c(C)n1,281.72,3.35,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF537D0>,False,,False,,False,,False,,0,False,False
TRZ04169,COc1c(F)cccc1-c1nnc(C)c(C)n1,233.25,2.3,47.9,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53840>,False,,False,,False,,False,,0,False,False
TRZ04170,Cc1nnc(-c2cccc(F)c2C)nc1C,217.25,2.6,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF538B0>,False,,False,,False,,False,,0,False,False
TRZ04171,Cc1nnc(CC(c2ccc(Cl)cc2)c2cc(F)cc(F)c2)nc1C,359.81,4.79,38.67,0,3,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53920>,False,,False,,False,,False,,0,False,False
TRZ04172,Cc1nnc(C(CC(F)(F)F)C2(O)CCN(Cc3ccccc3)CC2)nc1C,394.44,3.55,62.14,1,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53990>,False,,False,,False,,False,,0,False,False
TRZ04173,CCSc1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,314.34,3.68,51.56,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53A00>,False,,False,,False,,False,,0,False,False
TRZ04174,Cc1nnc(Cc2cc(NC(=O)O)n(-c3ccc(F)cc3)n2)nc1C,342.33,2.49,105.82,2,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53A70>,False,,False,,False,,False,,0,False,False
TRZ04175,Cc1nnc(Cc2cc(NC(=O)OC(C)(C)C)n(-c3ccc(F)cc3)n2)nc1C,398.44,3.75,94.82,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53AE0>,False,,False,,False,,False,,0,False,False
TRZ04176,Cc1nnc(-c2ccn3c4c(nc3c2)C[C@H](c2cc(F)c(F)cc2F)[C@@H](NC(=O)O)C4)nc1C,468.44,3.74,105.3,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53B50>,False,,True,halogenated_ring_1,False,,False,,1,False,False
TRZ04177,CCOC(=O)c1ccc(F)c(-c2ccc(-c3nnc(C)c(C)n3)cc2)c1,351.38,4.14,64.97,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53BC0>,False,,False,,False,,False,,0,False,False
TRZ04178,Cc1cc(F)cc(-c2ccc(-c3nnc(C)c(C)n3)cc2)c1,293.34,4.27,38.67,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53C30>,False,,False,,False,,False,,0,False,False
TRZ04179,Cc1nnc(-c2ccc(-c3cccc(F)c3F)cc2)nc1C,297.31,4.1,38.67,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53CA0>,False,,False,,False,,False,,0,False,False
TRZ04180,Cc1nnc(-c2c(C(F)(F)F)c(C(F)(F)C(F)(F)F)nn2C)nc1C,375.22,3.56,56.49,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53D10>,False,,True,Perfluorinated_chain,False,,True,Fluorines,2,False,False
TRZ04181,Cc1nnc(C2CC(C)(S(=O)(=O)c3cccc(C(F)(F)F)c3)CCO2)nc1C,415.44,3.59,82.04,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53D80>,False,,False,,False,,False,,0,False,False
TRZ04182,CCC1(S(=O)(=O)c2cccc(C(F)(F)F)c2)CCOC(c2nnc(C)c(C)n2)C1,429.46,3.98,82.04,0,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53DF0>,False,,False,,False,,False,,0,False,False
TRZ04183,Cc1nnc([C@@H](NC(=O)c2cocn2)c2ccc(F)cc2F)nc1C,345.31,2.27,93.8,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53E60>,False,,False,,False,,False,,0,False,False
TRZ04184,Cc1nnc(C(=O)NCc2ccc(F)c(CF)c2)nc1C,292.29,2.03,67.77,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53ED0>,False,,False,,False,,False,,0,False,False
TRZ04185,Cc1nnc(C(=O)NCc2cccc(CF)c2)nc1C,274.3,1.89,67.77,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF53F40>,False,,False,,False,,False,,0,False,False
TRZ04186,Cc1nnc(CCC(=O)NCc2cccc(CF)c2)nc1C,302.35,2.21,67.77,1,4,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54040>,False,,False,,False,,False,,0,False,False
TRZ04187,Cc1nnc(C(=O)NCc2ccc(Cl)c(CF)c2)nc1C,308.74,2.54,67.77,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF540B0>,False,,False,,False,,False,,0,False,False
TRZ04188,Cc1nnc(CCC(=O)NCc2ccc(F)c(CF)c2)nc1C,320.34,2.35,67.77,1,4,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54120>,False,,False,,False,,False,,0,False,False
TRZ04189,Cc1nnc(C(=O)NCc2cc(CF)cc(C(F)(F)F)c2)nc1C,342.3,2.91,67.77,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54190>,False,,False,,False,,False,,0,False,False
TRZ04190,Cc1cc(C(=O)c2cc(-c3nnc(C)c(C)n3)cc3c2C(C)(C)C(=O)N3C)c(F)cn1,419.46,3.48,88.94,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54200>,False,,False,,False,,False,,0,False,False
TRZ04192,Cc1nnc(-c2cc(=O)n(C3CC3)c3c(C)c(N4CC[C@@H]([C@H](C)NC(=O)O)C4)c(F)cc23)nc1C,480.54,3.74,113.24,2,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54270>,False,,False,,False,,False,,0,False,False
TRZ04193,Cc1nnc(-c2cc(=O)n(C3CC3)c3c(C)c(N4CCC([C@H](C)NC(=O)O)C4)c(F)cc23)nc1C,480.54,3.74,113.24,2,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF542E0>,False,,False,,False,,False,,0,False,False
TRZ04198,Cc1nnc(CN2CCN(c3cccc4c3cnn4-c3ccccc3F)C2=O)nc1C,417.45,3.41,80.04,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF543C0>,False,,False,,False,,False,,0,False,False
TRZ04200,Cc1nnc(-c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)nc1C,361.38,3.12,84.42,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54430>,False,,False,,False,,False,,0,False,False
TRZ04201,Cc1nnc(/C=C\n2cnc(-c3cc(Cl)cc(OCF)c3)n2)nc1C,360.78,3.33,78.61,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF544A0>,False,,False,,True,alpha_halo_heteroatom,False,,1,False,False
TRZ04202,Cc1nnc(/C=C\n2cnc(-c3cc(CF)cc(C(F)(F)F)c3)n2)nc1C,378.33,3.86,69.38,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54510>,False,,False,,False,,False,,0,False,False
TRZ04203,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccc(-c2nnc(C)c(C)n2)cc1C,458.5,4.24,117.61,3,8,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54580>,False,,False,,False,,False,,0,False,False
