Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ00132,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)nc1C,398.88,4.12,88.6,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444510>,False,False
TRZ00133,Cc1ccc(S(=O)(=O)c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(Cl)cc23)cc1,412.9,4.43,88.6,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444580>,False,False
TRZ00134,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccc(F)cc2)nc1C,416.87,4.26,88.6,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274445F0>,False,False
TRZ00135,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccc(Cl)cc2)nc1C,433.32,4.78,88.6,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444660>,False,False
TRZ00136,Cc1cc(C)cc(S(=O)(=O)c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(Cl)cc23)c1,426.93,4.74,88.6,1,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274446D0>,False,False
TRZ00137,Cc1nnc(-c2ccc(F)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c23)nc1C,486.51,2.94,112.15,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444740>,False,False
TRZ00138,Cc1nnc(CCC(=O)Nc2ccccc2)nc1C,256.31,2.06,67.77,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274447B0>,False,False
TRZ00139,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)nc1C,339.4,4.28,64.45,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444820>,False,False
TRZ00140,Cc1nnc(-c2ccc3[nH]c4c(c3c2)CCCC4)nc1C,278.36,3.52,54.46,1,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444890>,False,False
TRZ00141,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,396.47,2.38,67.15,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444900>,False,False
TRZ00142,Cc1nnc(CCn2nnc3ccccc32)nc1C,254.3,1.48,69.38,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444970>,False,False
TRZ00143,Cc1nnc(CCN2CCN(Cc3ccccc3)CC2)nc1C,311.43,1.85,45.15,0,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274449E0>,False,False
TRZ00144,Cc1nnc(Cn2c3ccccc3c3ccccc32)nc1C,288.35,3.64,43.6,0,3,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444A50>,False,False
TRZ00145,CCCCC#Cc1cncc(-c2nnc(C)c(C)n2)c1,266.35,3.09,51.56,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444AC0>,False,False
TRZ00146,Cc1nnc(-c2csc(-c3ccccc3)n2)nc1C,268.35,3.28,51.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444B30>,False,False
TRZ00147,Cc1nnc(-c2sc(-c3ccc(Cl)cc3)nc2C)nc1C,316.82,4.24,51.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444BA0>,False,False
TRZ00148,Cc1nnc(-c2sc(-c3ccc(C(F)(F)F)cc3)nc2C)nc1C,350.37,4.61,51.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444C10>,False,False
TRZ00149,Cc1nnc(-c2[nH]c3ccccc3c2-c2ccccc2)nc1C,300.37,4.3,54.46,1,3,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444C80>,False,False
TRZ00150,Cc1nnc(-c2nn(-c3ccccc3)nc2C)nc1C,266.31,2.04,69.38,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444CF0>,False,False
TRZ00152,Cc1nnc(-c2cc3ccccc3oc2=O)nc1C,253.26,2.26,68.88,0,5,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444D60>,False,False
TRZ00153,Cc1cc(-c2nnc(C)c(C)n2)c2cc(Br)ccc2n1,329.2,3.77,51.56,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444DD0>,False,False
TRZ00154,Cc1nnc(-c2c(C)nc3ccccn23)nc1C,239.28,2.11,55.97,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444E40>,False,False
TRZ00155,Cc1nnc(-c2ccc(COc3ccc4c(c3)CCC4)o2)nc1C,321.38,3.82,61.04,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444EB0>,False,False
TRZ00156,Cc1nnc(-c2ccccc2-n2cccc2)nc1C,250.31,2.95,43.6,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444F20>,False,False
TRZ00158,Cc1nnc(CNc2ccc3ccccc3c2)nc1C,264.33,3.25,50.7,1,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27444F90>,False,False
TRZ00159,Cc1nnc(CNC(=O)OCc2ccccc2)nc1C,272.31,1.91,77.0,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445000>,False,False
TRZ00160,Cc1nnc(CNC(=O)c2ccccc2)nc1C,242.28,1.42,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445070>,False,False
TRZ00161,Cc1cc(C)n(Cc2nnc(C)c(C)n2)n1,217.28,1.35,56.49,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274450E0>,False,False
TRZ00162,Cc1cc(-c2nnc(C)c(C)n2)c(C)o1,203.25,2.37,51.81,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445150>,False,False
TRZ00163,Cc1nnc(-c2ccc(F)cc2)nc1C,203.22,2.29,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274451C0>,False,False
TRZ00164,Cc1nnc(Cn2c(C)nc3c(Br)cc(Br)cc3c2=O)nc1C,439.11,3.08,73.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445230>,False,False
TRZ00165,Cc1nnc(-c2nonc2C)nc1C,191.19,0.85,77.59,0,6,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274452A0>,False,False
TRZ00166,Cc1nnc(-c2cc(Cl)nc(Cl)c2)nc1C,255.11,2.86,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445310>,False,False
TRZ00167,Cc1nnc(/C=C/c2ccccc2)nc1C,211.27,2.66,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445380>,False,False
TRZ00168,Cc1nnc(-c2csnn2)nc1C,193.23,1.01,64.45,0,6,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274453F0>,False,False
TRZ00169,CNc1ccccc1-c1nnc(C)c(C)n1,214.27,2.2,50.7,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445460>,False,False
TRZ00170,Cc1cccc(OCc2nnc(C)c(C)n2)c1,229.28,2.38,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274454D0>,False,False
TRZ00171,CC(=O)Nc1ccccc1-c1nnc(C)c(C)n1,242.28,2.11,67.77,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445540>,False,False
TRZ00172,Cc1cc(-c2nnc(C)c(C)n2)no1,190.21,1.45,64.7,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274455B0>,False,False
TRZ00173,Cc1nnc(CSc2ccc(Cl)cc2)nc1C,265.77,3.43,38.67,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445620>,False,False
TRZ00174,Cc1nnc(-c2cccc(N(C)C)c2)nc1C,228.3,2.22,41.91,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445690>,False,False
TRZ00175,Cc1ccsc1-c1nnc(C)c(C)n1,205.29,2.53,38.67,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445700>,False,False
TRZ00176,Cc1nnc(Cc2ccc(F)cc2)nc1C,217.25,2.22,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445770>,False,False
TRZ00177,Cc1nnc(-c2ccc(N)c(N)c2)nc1C,215.26,1.32,90.71,2,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274457E0>,False,False
TRZ00178,CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCc3nnc(C)c(C)n3)cc12,403.44,4.66,87.34,0,7,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445850>,False,False
TRZ00179,Cc1nnc(CC23CC4CC(C2)CC(n2ncnn2)(C4)C3)nc1C,325.42,2.01,82.27,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274458C0>,False,False
TRZ00180,Cc1nnc(Cn2nc(-c3ccccc3)c3ccccc3c2=O)nc1C,343.39,2.91,73.56,0,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445930>,False,False
TRZ00181,Cc1nnc(-c2nn(-c3ccc(Cl)cc3)cc2O)nc1C,301.74,2.7,76.72,1,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274459A0>,False,False
TRZ00182,Cc1nnc(Cc2cccnc2)nc1C,200.25,1.47,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445A10>,False,False
TRZ00183,Cc1nnc(CN2CCCc3ccccc32)nc1C,254.34,2.44,41.91,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445A80>,False,False
TRZ00184,Cc1nnc(C(C)Oc2ccccc2F)nc1C,247.27,2.77,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445AF0>,False,False
TRZ00185,Cc1nnc(-c2cc(-c3cccs3)nc3ccccc23)nc1C,318.41,4.43,51.56,0,5,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445B60>,False,False
TRZ00186,Cc1nnc(-c2ccnc(Cl)c2)nc1C,220.66,2.2,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445BD0>,False,False
TRZ00187,Cc1nnc(-c2ccc[nH]2)nc1C,174.21,1.48,54.46,1,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445C40>,False,False
TRZ00188,Cc1nnc(-c2ccc(I)cc2)nc1C,311.13,2.76,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445CB0>,False,False
TRZ00189,Cc1nnc(C(N)Cc2ccccc2)nc1C,228.3,1.73,64.69,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445D20>,False,False
TRZ00190,Cc1nnc(-c2ccnc(N)c2)nc1C,201.23,1.13,77.58,1,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445D90>,False,False
TRZ00191,Cc1nnc(-c2ccc3ncccc3c2)nc1C,236.28,2.7,51.56,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445E00>,False,False
TRZ00192,Cc1nnc(-c2ccc(C#N)cc2)nc1C,210.24,2.03,62.46,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445E70>,False,False
TRZ00193,Cc1nnc(Cc2ccncc2)nc1C,200.24,1.47,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445EE0>,False,False
TRZ00194,Cc1nnc(-c2ccnc(Br)c2)nc1C,265.11,2.31,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445F50>,False,False
TRZ00195,Cc1nnc(-c2ccc(Br)o2)nc1C,254.09,2.51,51.81,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27445FC0>,False,False
TRZ00196,Cc1nnc(-c2ccc(-c3ccccc3)cc2)nc1C,261.33,3.82,38.67,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446030>,False,False
TRZ00197,COc1cccc(-c2nnc(C)c(C)n2)c1,215.26,2.16,47.9,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274460A0>,False,False
TRZ00198,Cc1ccccc1-c1nnc(C)c(C)n1,199.26,2.46,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446110>,False,False
TRZ00199,Cc1nnc(-c2ccc3c(c2)OCO3)nc1C,229.24,1.88,57.13,0,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446180>,False,False
TRZ00200,Cc1nnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc1C,321.22,4.19,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274461F0>,False,False
TRZ00201,Cc1nnc(-c2ccccc2Br)nc1C,264.13,2.92,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446260>,False,False
TRZ00202,Cc1nnc(-c2ccc3ccccc3c2)nc1C,235.29,3.31,38.67,0,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274462D0>,False,False
TRZ00203,Cc1nnc(-c2ccccc2F)nc1C,203.22,2.29,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446340>,False,False
TRZ00204,Cc1cccc(-c2nnc(C)c(C)n2)c1O,215.26,2.17,58.9,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274463B0>,False,False
TRZ00205,Cc1nnc(Cc2ccc3ccccc3c2)nc1C,249.32,3.23,38.67,0,3,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446420>,False,False
TRZ00206,Cc1nnc(CSc2nc3ccccc3s2)nc1C,288.4,3.39,51.56,0,6,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446490>,False,False
TRZ00207,Cc1nnc(-c2ccc(Cl)c(Cl)c2)nc1C,254.12,3.46,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446500>,False,False
TRZ00208,Cc1nnc(-c2cc3ccccc3s2)nc1C,241.32,3.37,38.67,0,4,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446570>,False,False
TRZ00209,Cc1nnc(-c2ccc(C(F)(F)F)cc2)nc1C,253.23,3.17,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274465E0>,False,False
TRZ00210,Cc1nnc(-c2cccc(Br)c2)nc1C,264.13,2.92,38.67,0,3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446650>,False,False
TRZ00211,Cc1nnc(-c2nonc2N)nc1C,192.18,0.12,103.61,1,7,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274466C0>,False,False
TRZ00212,Cc1nnc(CSc2nc3ccccc3[nH]2)nc1C,271.35,2.66,67.35,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446730>,False,False
TRZ00213,COc1ccc(OCc2nnc(C)c(C)n2)cc1,245.28,2.08,57.13,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274467A0>,False,False
TRZ00214,Cc1ccc(OCc2nnc(C)c(C)n2)cc1,229.28,2.38,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446810>,False,False
TRZ00215,Cc1ccccc1OCc1nnc(C)c(C)n1,229.28,2.38,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446880>,False,False
TRZ00216,Cc1nnc(-c2cccc3cc[nH]c23)nc1C,224.27,2.64,54.46,1,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274468F0>,False,False
TRZ00217,Cc1nnc(COc2ccc3ccccc3c2)nc1C,265.32,3.22,47.9,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446960>,False,False
TRZ00218,Cc1nnc(-c2cc(-c3ccccc3)n[nH]2)nc1C,251.29,2.55,67.35,1,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274469D0>,False,False
TRZ00219,Cc1nnc(-c2cn(C)c3ccccc23)nc1C,238.29,2.65,43.6,0,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446A40>,False,False
TRZ00220,Cc1nnc(-c2ccc(OCc3ccccc3)cc2)nc1C,291.35,3.73,47.9,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446AB0>,False,False
TRZ00221,Cc1nnc(-c2n[nH]c3c2CCCC3)nc1C,229.29,1.76,67.35,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446B20>,False,False
TRZ00222,Cc1nnc(-c2cc3cc(F)ccc3[nH]2)nc1C,242.26,2.78,54.46,1,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446B90>,False,False
TRZ00223,Cc1nnc(C(C)Oc2ccc(Cl)cc2Cl)nc1C,298.17,3.94,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446C00>,False,False
TRZ00224,Cc1cc(-c2nnc(C)c(C)n2)ccc1[N+](=O)[O-],244.25,2.37,81.81,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446C70>,False,False
TRZ00225,COc1ccc(-c2nnc(C)c(C)n2)cc1OC,245.28,2.17,57.13,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446CE0>,False,False
TRZ00226,Cc1ccccc1-c1c(-c2nnc(C)c(C)n2)[nH]c2ccc(S(N)(=O)=O)cc12,393.47,3.26,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446D50>,False,False
TRZ00227,Cc1cccc(-c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(S(N)(=O)=O)cc23)c1,393.47,3.26,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446DC0>,False,False
TRZ00228,Cc1ccc(-c2c(-c3nnc(C)c(C)n3)[nH]c3ccc(S(N)(=O)=O)cc23)cc1,393.47,3.26,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446E30>,False,False
TRZ00229,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2F)nc1C,397.44,3.09,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446EA0>,False,False
TRZ00230,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2cccc(F)c2)nc1C,397.44,3.09,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446F10>,False,False
TRZ00231,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(F)cc2)nc1C,397.44,3.09,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446F80>,False,False
TRZ00232,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2Cl)nc1C,413.89,3.6,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27446FF0>,False,False
TRZ00233,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2cccc(Cl)c2)nc1C,413.89,3.6,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447060>,False,False
TRZ00234,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(Cl)cc2)nc1C,413.89,3.6,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274470D0>,False,False
TRZ00235,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccccc2Br)nc1C,458.34,3.71,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447140>,False,False
TRZ00236,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2cccc(Br)c2)nc1C,458.34,3.71,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274471B0>,False,False
TRZ00237,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(Br)cc2)nc1C,458.34,3.71,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447220>,False,False
TRZ00238,Cc1nnc(-c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2c(F)c(F)c(F)c(F)c2F)nc1C,469.4,3.65,114.62,2,5,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447290>,False,False
TRZ00239,Cc1nnc(-c2nn(Cc3ccc(Cl)cc3Cl)c3ccccc23)nc1C,384.27,4.86,56.49,0,4,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447300>,False,False
TRZ00240,Cc1nnc(-c2nc(-c3ccc(C(C)(C)C)cc3)no2)nc1C,309.37,3.5,77.59,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447370>,False,False
TRZ00241,Cc1cc(OCc2nnc(C)c(C)n2)cc(C)c1Cl,277.75,3.34,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274473E0>,False,False
TRZ00242,Cc1nnc(Cc2nn[nH]n2)nc1C,191.2,-0.41,93.13,1,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447450>,False,False
TRZ00243,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1c1nnc(C)c(C)n1,431.54,3.01,105.23,2,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274474C0>,False,False
TRZ00244,Cc1nnc(Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)nc1C,357.42,2.84,73.56,0,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447530>,False,False
TRZ00245,Cc1nnc(-c2cc3cc(OCc4ccccc4)ccc3n2C)nc1C,344.42,4.23,52.83,0,4,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274475A0>,False,False
TRZ00246,Cc1nnc(-c2ccc(OCc3nc4ccccc4[nH]3)cc2)nc1C,331.38,3.61,76.58,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447610>,False,False
TRZ00247,Cc1nnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2cc(Cl)ccc2N)nc1C,448.34,4.36,114.62,2,6,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447680>,False,False
TRZ00248,Cc1ccc(-c2cc(-c3nnc(C)c(C)n3)n[nH]2)o1,255.28,2.45,80.49,1,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274476F0>,False,False
TRZ00249,Cc1nnc(/C(=C\c2ccco2)NC(=O)c2ccco2)nc1C,310.31,2.6,94.05,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447760>,False,False
TRZ00250,Cc1nnc(-c2cc(C3CC3)nc3ccc(Br)cc23)nc1C,355.24,4.34,51.56,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274477D0>,False,False
TRZ00251,Cc1ccc(-c2sc(-c3nnc(C)c(C)n3)c(C)c2C#N)cc1,320.42,4.37,62.46,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447840>,False,False
TRZ00252,Cc1nnc(-c2ccccc2C#Cc2ccccc2)nc1C,285.35,3.56,38.67,0,3,1,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB274478B0>,False,False
TRZ00253,Cc1ccc([N+](=O)[O-])cc1NCc1nnc(C)c(C)n1,273.3,2.32,93.84,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447920>,False,False
TRZ00254,Cc1nnc(-c2cc3ccccc3cc2NS(=O)(=O)c2ccccc2)nc1C,390.47,4.11,84.84,1,5,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447990>,False,False
TRZ00255,Cc1nnc(-c2ccc(Cn3cc(Br)c(N)n3)cc2)nc1C,359.23,2.74,82.51,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447A00>,False,False
TRZ00256,Cc1cc(C)n2c(nc3ccccc32)c1-c1nnc(C)c(C)n1,303.37,3.57,55.97,0,4,1,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447A70>,False,False
TRZ00257,Cc1nnc(-c2cccc(Cn3nc(C)c(Cl)c3C)c2)nc1C,327.82,3.67,56.49,0,4,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447AE0>,False,False
TRZ00258,Cc1nnc(-c2sc3nc(N4CCOCC4)c4c(c3c2N)CCCC4)nc1C,396.52,3.06,90.05,1,8,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447B50>,False,False
TRZ00259,Cc1nnc(-c2ccc(COc3ccc(C(C)(C)C)cc3)o2)nc1C,337.42,4.62,61.04,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447BC0>,False,False
TRZ00260,Cc1nnc(Cc2nnc(N)s2)nc1C,222.28,0.51,90.47,1,7,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447C30>,False,False
TRZ00261,COc1ccc(-c2c(-c3ccc(OCc4nnc(C)c(C)n4)cc3O)n[nH]c2C)cc1,417.47,4.15,106.04,2,7,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447CA0>,False,False
TRZ00262,Cc1nnc(-c2csc(-c3cccc(C(F)(F)F)c3)n2)nc1C,336.34,4.3,51.56,0,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447D10>,False,False
TRZ00263,CCOC(=O)c1c2ccc(OCc3nnc(C)c(C)n3)cc2n2ccccc12,376.42,3.65,78.61,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447D80>,False,False
TRZ00264,Cc1cc(C(F)(F)F)n(-c2nc(-c3nnc(C)c(C)n3)cs2)n1,340.33,3.12,69.38,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447DF0>,False,False
TRZ00265,COc1ccc(OC)c(NC(=O)N[C@H](Cc2ccccc2)c2nnc(C)c(C)n2)c1,407.47,3.61,98.26,2,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447E60>,False,False
TRZ00266,Cc1nnc(C(=O)Nc2ccc(O)cc2)nc1C,244.25,1.45,88.0,2,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447ED0>,False,False
TRZ00267,CSc1ccc(/C=C(\NC(=O)c2ccccc2)c2nnc(C)c(C)n2)cc1,376.49,4.14,67.77,1,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27447F40>,False,False
TRZ00268,Cc1nnc([C@H](Cc2ccccc2)NC(=O)NCCc2ccccc2)nc1C,375.48,3.31,79.8,2,4,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB27448040>,False,False
